Daily measurement data supplied by UK-air on 13/07/2026
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,"London Marylebone Road",
Latitude,51.522530,,
Longitude,-0.154611,,
Site Type,Urban Traffic,,
Zone,Greater London,,
Agglomeration,Greater London Urban Area,,
Local Authority,"Westminster",,
Date,"PM10 particulate matter (Daily measured)",Status
2025-04-07,25.7,V ugm-3 (GRAV EMFAB)
2025-04-08,32.9,V ugm-3 (GRAV EMFAB)
2025-04-09,16.9,V ugm-3 (GRAV EMFAB)
2025-04-10,No data,V ugm-3 (GRAV EMFAB)
2025-04-11,34.4,V ugm-3 (GRAV EMFAB)
2025-04-12,46.2,V ugm-3 (GRAV EMFAB)
2025-04-13,23.5,V ugm-3 (GRAV EMFAB)
2025-04-14,19.8,V ugm-3 (GRAV EMFAB)
2025-04-15,20.6,V ugm-3 (GRAV EMFAB)
2025-04-16,19.3,V ugm-3 (GRAV EMFAB)
2025-04-17,21.4,V ugm-3 (GRAV EMFAB)
2025-04-18,20.8,V ugm-3 (GRAV EMFAB)
2025-04-19,18,V ugm-3 (GRAV EMFAB)
2025-04-20,17.7,V ugm-3 (GRAV EMFAB)
2025-04-21,26.3,V ugm-3 (GRAV EMFAB)
2025-04-22,21.1,V ugm-3 (GRAV EMFAB)
2025-04-23,12.4,V ugm-3 (GRAV EMFAB)
2025-04-24,16.7,V ugm-3 (GRAV EMFAB)
2025-04-25,21.7,V ugm-3 (GRAV EMFAB)
2025-04-26,29.1,V ugm-3 (GRAV EMFAB)
2025-04-27,27.8,V ugm-3 (GRAV EMFAB)
2025-04-28,25.9,V ugm-3 (GRAV EMFAB)
2025-04-29,30.4,V ugm-3 (GRAV EMFAB)
2025-04-30,34.3,V ugm-3 (GRAV EMFAB)
2025-05-01,35.2,V ugm-3 (GRAV EMFAB)
2025-05-02,24,V ugm-3 (GRAV EMFAB)
2025-05-03,16.1,V ugm-3 (GRAV EMFAB)
2025-05-04,11.9,V ugm-3 (GRAV EMFAB)
2025-05-05,11.3,V ugm-3 (GRAV EMFAB)
2025-05-06,12.4,V ugm-3 (GRAV EMFAB)
2025-05-07,12.6,V ugm-3 (GRAV EMFAB)
2025-05-08,12.9,V ugm-3 (GRAV EMFAB)
2025-05-09,25.8,V ugm-3 (GRAV EMFAB)
2025-05-10,19.5,V ugm-3 (GRAV EMFAB)
2025-05-11,20.5,V ugm-3 (GRAV EMFAB)
2025-05-12,23.5,V ugm-3 (GRAV EMFAB)
2025-05-13,21.7,V ugm-3 (GRAV EMFAB)
2025-05-14,18.2,V ugm-3 (GRAV EMFAB)
2025-05-15,23.8,V ugm-3 (GRAV EMFAB)
2025-05-16,20.8,V ugm-3 (GRAV EMFAB)
2025-05-17,14.1,V ugm-3 (GRAV EMFAB)
2025-05-18,19.6,V ugm-3 (GRAV EMFAB)
2025-05-19,22,V ugm-3 (GRAV EMFAB)
2025-05-20,15,V ugm-3 (GRAV EMFAB)
2025-05-21,20.4,V ugm-3 (GRAV EMFAB)
2025-05-22,23.4,V ugm-3 (GRAV EMFAB)
2025-05-23,26.6,V ugm-3 (GRAV EMFAB)
2025-05-24,16.8,V ugm-3 (GRAV EMFAB)
2025-05-25,14.7,V ugm-3 (GRAV EMFAB)
2025-05-26,18.8,V ugm-3 (GRAV EMFAB)
2025-05-27,15.1,V ugm-3 (GRAV EMFAB)
2025-05-28,14.9,V ugm-3 (GRAV EMFAB)
2025-05-29,17.5,V ugm-3 (GRAV EMFAB)
2025-05-30,15.6,V ugm-3 (GRAV EMFAB)
2025-05-31,14.5,V ugm-3 (GRAV EMFAB)
2025-06-01,16.6,V ugm-3 (GRAV EMFAB)
2025-06-02,15.8,V ugm-3 (GRAV EMFAB)
2025-06-03,18,V ugm-3 (GRAV EMFAB)
2025-06-04,19.9,V ugm-3 (GRAV EMFAB)
2025-06-05,15.1,V ugm-3 (GRAV EMFAB)
2025-06-06,18.4,V ugm-3 (GRAV EMFAB)
2025-06-07,10.9,V ugm-3 (GRAV EMFAB)
2025-06-08,13.4,V ugm-3 (GRAV EMFAB)
2025-06-09,18.3,V ugm-3 (GRAV EMFAB)
2025-06-10,15.2,V ugm-3 (GRAV EMFAB)
2025-06-11,21.8,V ugm-3 (GRAV EMFAB)
2025-06-12,29.6,V ugm-3 (GRAV EMFAB)
2025-06-13,22.8,V ugm-3 (GRAV EMFAB)
2025-06-14,19.3,V ugm-3 (GRAV EMFAB)
2025-06-15,16,V ugm-3 (GRAV EMFAB)
2025-06-16,15.8,V ugm-3 (GRAV EMFAB)
2025-06-17,17.1,V ugm-3 (GRAV EMFAB)
2025-06-18,17.1,V ugm-3 (GRAV EMFAB)
2025-06-19,27.4,V ugm-3 (GRAV EMFAB)
2025-06-20,32.3,V ugm-3 (GRAV EMFAB)
2025-06-21,24.7,V ugm-3 (GRAV EMFAB)
2025-06-22,18.3,V ugm-3 (GRAV EMFAB)
2025-06-23,17.9,V ugm-3 (GRAV EMFAB)
2025-06-24,18.7,V ugm-3 (GRAV EMFAB)
2025-06-25,14.1,V ugm-3 (GRAV EMFAB)
2025-06-26,17.5,V ugm-3 (GRAV EMFAB)
2025-06-27,16.2,V ugm-3 (GRAV EMFAB)
2025-06-28,10,V ugm-3 (GRAV EMFAB)
2025-06-29,10.9,V ugm-3 (GRAV EMFAB)
2025-06-30,23.4,V ugm-3 (GRAV EMFAB)
2025-07-01,21.3,V ugm-3 (GRAV EMFAB)
2025-07-02,13,V ugm-3 (GRAV EMFAB)
2025-07-03,11.8,V ugm-3 (GRAV EMFAB)
2025-07-04,22.9,V ugm-3 (GRAV EMFAB)
2025-07-05,15.6,V ugm-3 (GRAV EMFAB)
2025-07-06,8.8,V ugm-3 (GRAV EMFAB)
2025-07-07,11.4,V ugm-3 (GRAV EMFAB)
2025-07-08,19.6,V ugm-3 (GRAV EMFAB)
2025-07-09,22.9,V ugm-3 (GRAV EMFAB)
2025-07-10,10.3,V ugm-3 (GRAV EMFAB)
2025-07-11,25.3,V ugm-3 (GRAV EMFAB)
2025-07-12,18,V ugm-3 (GRAV EMFAB)
2025-07-13,15.1,V ugm-3 (GRAV EMFAB)
2025-07-14,22.4,V ugm-3 (GRAV EMFAB)
2025-07-15,26.2,V ugm-3 (GRAV EMFAB)
2025-07-16,17.1,V ugm-3 (GRAV EMFAB)
2025-07-17,18.8,V ugm-3 (GRAV EMFAB)
2025-07-18,16.7,V ugm-3 (GRAV EMFAB)
2025-07-19,9.8,V ugm-3 (GRAV EMFAB)
2025-07-20,11.8,V ugm-3 (GRAV EMFAB)
2025-07-21,12.4,V ugm-3 (GRAV EMFAB)
2025-07-22,12.4,V ugm-3 (GRAV EMFAB)
2025-07-23,17.7,V ugm-3 (GRAV EMFAB)
2025-07-24,12.2,V ugm-3 (GRAV EMFAB)
2025-07-25,18.5,V ugm-3 (GRAV EMFAB)
2025-07-26,12.9,V ugm-3 (GRAV EMFAB)
2025-07-27,11,V ugm-3 (GRAV EMFAB)
2025-07-28,13.8,V ugm-3 (GRAV EMFAB)
2025-07-29,14.3,V ugm-3 (GRAV EMFAB)
2025-07-30,13,V ugm-3 (GRAV EMFAB)
2025-07-31,14.9,V ugm-3 (GRAV EMFAB)
2025-08-01,10,V ugm-3 (GRAV EMFAB)
2025-08-02,11.3,V ugm-3 (GRAV EMFAB)
2025-08-03,12.9,V ugm-3 (GRAV EMFAB)
2025-08-04,12,V ugm-3 (GRAV EMFAB)
2025-08-05,15.5,V ugm-3 (GRAV EMFAB)
2025-08-06,19.7,V ugm-3 (GRAV EMFAB)
2025-08-07,19.2,V ugm-3 (GRAV EMFAB)
2025-08-08,18.4,V ugm-3 (GRAV EMFAB)
2025-08-09,16.1,V ugm-3 (GRAV EMFAB)
2025-08-10,23.3,V ugm-3 (GRAV EMFAB)
2025-08-11,28.7,V ugm-3 (GRAV EMFAB)
2025-08-12,28.6,V ugm-3 (GRAV EMFAB)
2025-08-13,31.7,V ugm-3 (GRAV EMFAB)
2025-08-14,17.3,V ugm-3 (GRAV EMFAB)
2025-08-15,14.6,V ugm-3 (GRAV EMFAB)
2025-08-16,No data,V ugm-3 (GRAV EMFAB)
2025-08-17,14.5,V ugm-3 (GRAV EMFAB)
2025-08-18,11.7,V ugm-3 (GRAV EMFAB)
2025-08-19,19.4,V ugm-3 (GRAV EMFAB)
2025-08-20,15.9,V ugm-3 (GRAV EMFAB)
2025-08-21,14.6,V ugm-3 (GRAV EMFAB)
2025-08-22,15.3,V ugm-3 (GRAV EMFAB)
2025-08-23,No data,V ugm-3 (GRAV EMFAB)
2025-08-24,13.9,V ugm-3 (GRAV EMFAB)
2025-08-25,16.2,V ugm-3 (GRAV EMFAB)
2025-08-26,22.4,V ugm-3 (GRAV EMFAB)
2025-08-27,22.4,V ugm-3 (GRAV EMFAB)
2025-08-28,17.7,V ugm-3 (GRAV EMFAB)
2025-08-29,13.9,V ugm-3 (GRAV EMFAB)
2025-08-30,12.7,V ugm-3 (GRAV EMFAB)
2025-08-31,19.9,V ugm-3 (GRAV EMFAB)
2025-09-01,16.3,V ugm-3 (GRAV EMFAB)
2025-09-02,16,V ugm-3 (GRAV EMFAB)
2025-09-03,13.4,V ugm-3 (GRAV EMFAB)
2025-09-04,13.6,V ugm-3 (GRAV EMFAB)
2025-09-05,17.1,V ugm-3 (GRAV EMFAB)
2025-09-06,17.7,V ugm-3 (GRAV EMFAB)
2025-09-07,13.7,V ugm-3 (GRAV EMFAB)
2025-09-08,16.2,V ugm-3 (GRAV EMFAB)
2025-09-09,17.9,V ugm-3 (GRAV EMFAB)
2025-09-10,12.4,V ugm-3 (GRAV EMFAB)
2025-09-11,17.1,V ugm-3 (GRAV EMFAB)
2025-09-12,14.5,V ugm-3 (GRAV EMFAB)
2025-09-13,12.7,V ugm-3 (GRAV EMFAB)
2025-09-14,13.1,V ugm-3 (GRAV EMFAB)
2025-09-15,19.1,V ugm-3 (GRAV EMFAB)
2025-09-16,16.5,V ugm-3 (GRAV EMFAB)
2025-09-17,13.3,V ugm-3 (GRAV EMFAB)
2025-09-18,12,V ugm-3 (GRAV EMFAB)
2025-09-19,19,V ugm-3 (GRAV EMFAB)
2025-09-20,13.7,V ugm-3 (GRAV EMFAB)
2025-09-21,8.7,V ugm-3 (GRAV EMFAB)
2025-09-22,13.7,V ugm-3 (GRAV EMFAB)
2025-09-23,11.4,V ugm-3 (GRAV EMFAB)
2025-09-24,11.9,V ugm-3 (GRAV EMFAB)
2025-09-25,14.3,V ugm-3 (GRAV EMFAB)
2025-09-26,21.1,V ugm-3 (GRAV EMFAB)
2025-09-27,16.8,V ugm-3 (GRAV EMFAB)
2025-09-28,16.3,V ugm-3 (GRAV EMFAB)
2025-09-29,19,V ugm-3 (GRAV EMFAB)
2025-09-30,25.1,V ugm-3 (GRAV EMFAB)
2025-10-01,25,V ugm-3 (GRAV EMFAB)
2025-10-02,25.5,V ugm-3 (GRAV EMFAB)
2025-10-03,11.6,V ugm-3 (GRAV EMFAB)
2025-10-04,No data,V ugm-3 (GRAV EMFAB)
2025-10-05,14.5,V ugm-3 (GRAV EMFAB)
2025-10-06,22.8,V ugm-3 (GRAV EMFAB)
2025-10-07,20,V ugm-3 (GRAV EMFAB)
2025-10-08,16.8,V ugm-3 (GRAV EMFAB)
2025-10-09,20.6,V ugm-3 (GRAV EMFAB)
2025-10-10,15.3,V ugm-3 (GRAV EMFAB)
2025-10-11,19.7,V ugm-3 (GRAV EMFAB)
2025-10-12,22.9,V ugm-3 (GRAV EMFAB)
2025-10-13,9.7,V ugm-3 (GRAV EMFAB)
2025-10-14,6,V ugm-3 (GRAV EMFAB)
2025-10-15,6.6,V ugm-3 (GRAV EMFAB)
2025-10-16,11.5,V ugm-3 (GRAV EMFAB)
2025-10-17,15,V ugm-3 (GRAV EMFAB)
2025-10-18,19.2,V ugm-3 (GRAV EMFAB)
2025-10-19,14.6,V ugm-3 (GRAV EMFAB)
2025-10-20,16.7,V ugm-3 (GRAV EMFAB)
2025-10-21,21.1,V ugm-3 (GRAV EMFAB)
2025-10-22,17.5,V ugm-3 (GRAV EMFAB)
2025-10-23,7.1,V ugm-3 (GRAV EMFAB)
2025-10-24,15,V ugm-3 (GRAV EMFAB)
2025-10-25,9.4,V ugm-3 (GRAV EMFAB)
2025-10-26,7.9,V ugm-3 (GRAV EMFAB)
2025-10-27,15.7,V ugm-3 (GRAV EMFAB)
2025-10-28,16,V ugm-3 (GRAV EMFAB)
2025-10-29,12.5,V ugm-3 (GRAV EMFAB)
2025-10-30,19.4,V ugm-3 (GRAV EMFAB)
2025-10-31,14.1,V ugm-3 (GRAV EMFAB)
2025-11-01,14.3,V ugm-3 (GRAV EMFAB)
2025-11-02,12.5,V ugm-3 (GRAV EMFAB)
2025-11-03,17.6,V ugm-3 (GRAV EMFAB)
2025-11-04,17.4,V ugm-3 (GRAV EMFAB)
2025-11-05,20.7,V ugm-3 (GRAV EMFAB)
2025-11-06,19.5,V ugm-3 (GRAV EMFAB)
2025-11-07,15.3,V ugm-3 (GRAV EMFAB)
2025-11-08,24.2,V ugm-3 (GRAV EMFAB)
2025-11-09,20.8,V ugm-3 (GRAV EMFAB)
2025-11-10,12.1,V ugm-3 (GRAV EMFAB)
2025-11-11,18.5,V ugm-3 (GRAV EMFAB)
2025-11-12,21.4,V ugm-3 (GRAV EMFAB)
2025-11-13,24,V ugm-3 (GRAV EMFAB)
2025-11-14,29.5,V ugm-3 (GRAV EMFAB)
2025-11-15,15.2,V ugm-3 (GRAV EMFAB)
2025-11-16,8.9,V ugm-3 (GRAV EMFAB)
2025-11-17,14.3,V ugm-3 (GRAV EMFAB)
2025-11-18,22.5,V ugm-3 (GRAV EMFAB)
2025-11-19,6.5,V ugm-3 (GRAV EMFAB)
2025-11-20,13.2,V ugm-3 (GRAV EMFAB)
2025-11-21,20.9,V ugm-3 (GRAV EMFAB)
2025-11-22,15.3,V ugm-3 (GRAV EMFAB)
2025-11-23,12.2,V ugm-3 (GRAV EMFAB)
2025-11-24,10,V ugm-3 (GRAV EMFAB)
2025-11-25,9.7,V ugm-3 (GRAV EMFAB)
2025-11-26,29,V ugm-3 (GRAV EMFAB)
2025-11-27,8.6,V ugm-3 (GRAV EMFAB)
2025-11-28,28.4,V ugm-3 (GRAV EMFAB)
2025-11-29,13.9,V ugm-3 (GRAV EMFAB)
2025-11-30,12,V ugm-3 (GRAV EMFAB)
2025-12-01,10.5,V ugm-3 (GRAV EMFAB)
2025-12-02,14.9,V ugm-3 (GRAV EMFAB)
2025-12-03,15.7,V ugm-3 (GRAV EMFAB)
2025-12-04,14.2,V ugm-3 (GRAV EMFAB)
2025-12-05,18.7,V ugm-3 (GRAV EMFAB)
2025-12-06,19.5,V ugm-3 (GRAV EMFAB)
2025-12-07,13.2,V ugm-3 (GRAV EMFAB)
2025-12-08,18.8,V ugm-3 (GRAV EMFAB)
2025-12-09,16.2,V ugm-3 (GRAV EMFAB)
2025-12-10,27.4,V ugm-3 (GRAV EMFAB)
2025-12-11,22,V ugm-3 (GRAV EMFAB)
2025-12-12,15.7,V ugm-3 (GRAV EMFAB)
2025-12-13,21,V ugm-3 (GRAV EMFAB)
2025-12-14,14.2,V ugm-3 (GRAV EMFAB)
2025-12-15,19.4,V ugm-3 (GRAV EMFAB)
2025-12-16,15.8,V ugm-3 (GRAV EMFAB)
2025-12-17,21.9,V ugm-3 (GRAV EMFAB)
2025-12-18,7.4,V ugm-3 (GRAV EMFAB)
2025-12-19,20.2,V ugm-3 (GRAV EMFAB)
2025-12-20,19.1,V ugm-3 (GRAV EMFAB)
2025-12-21,17.3,V ugm-3 (GRAV EMFAB)
2025-12-22,27.4,V ugm-3 (GRAV EMFAB)
2025-12-23,22.8,V ugm-3 (GRAV EMFAB)
2025-12-24,13.2,V ugm-3 (GRAV EMFAB)
2025-12-25,14.1,V ugm-3 (GRAV EMFAB)
2025-12-26,17,V ugm-3 (GRAV EMFAB)
2025-12-27,11.1,V ugm-3 (GRAV EMFAB)
2025-12-28,21.8,V ugm-3 (GRAV EMFAB)
2025-12-29,15.3,V ugm-3 (GRAV EMFAB)
2025-12-30,11.8,V ugm-3 (GRAV EMFAB)



End
