date,O3,NO,NO2,NOx,CO,PM10,station,day_of_week,quarter_num,year
2021-01-18,18.614754166666668,59.39507166666667,50.58435125,141.65552375000001,0.41277241666666664,,London Marylebone Road,0,1,2021
2021-01-19,35.57841565217391,32.8810625,34.11775041666667,84.53467500000001,0.23401708333333335,8.583,London Marylebone Road,1,1,2021
2021-01-20,37.74982260869565,28.881877826086956,31.574270000000002,75.85919739130435,0.2152723043478261,10.583,London Marylebone Road,2,1,2021
2021-01-21,28.206587916666667,46.989123750000005,47.647566250000004,119.69655125000001,0.4126718333333333,14.958,London Marylebone Road,3,1,2021
2021-01-22,13.719746666666666,68.56150875,58.154262499999994,163.28044458333332,0.33362749999999997,18.216,London Marylebone Road,4,1,2021
2021-01-23,21.342211666666667,31.3920225,44.66687166666667,92.80063416666667,0.324223875,15.25,London Marylebone Road,5,1,2021
2021-01-24,17.72639,28.83029458333333,49.07803125,93.28386541666667,0.27162225,12.375,London Marylebone Road,6,1,2021
2021-01-25,19.414419166666665,47.272365416666666,52.96078958333334,125.4440725,0.33258858333333335,15.145,London Marylebone Road,0,1,2021
2021-01-26,15.077514500000001,54.5277215,55.010344499999995,138.6183495,0.33292471428571424,15.062,London Marylebone Road,1,1,2021
2021-01-27,5.585881666666666,68.87112833333333,52.24660583333334,157.84753041666667,0.30158541666666666,,London Marylebone Road,2,1,2021
2021-01-28,13.593627916666668,57.350342500000004,51.752210416666664,139.68817333333334,0.28601675,11.608,London Marylebone Road,3,1,2021
2021-01-29,26.520635833333333,38.682508750000004,46.26711875,105.57946916666667,0.389461,,London Marylebone Road,4,1,2021
2021-01-30,24.864482499999998,19.398932916666666,30.257210416666666,60.00182458333333,0.20866854166666668,,London Marylebone Road,5,1,2021
2021-01-31,22.055950416666665,25.351143333333336,32.642563333333335,71.51377333333333,0.193506875,,London Marylebone Road,6,1,2021
2021-02-01,13.732218333333334,21.781320833333336,30.7913575,64.18891666666667,0.20647204166666666,7.629,London Marylebone Road,0,1,2021
2021-02-02,20.744887083333335,63.662215833333335,52.19914666666667,149.81318375,0.310880375,,London Marylebone Road,1,1,2021
2021-02-03,20.184770869565217,57.877030000000005,60.355556521739125,149.09909826086957,0.40601269565217385,45.847,London Marylebone Road,2,1,2021
2021-02-04,13.181322916666666,58.84174333333333,57.85192541666667,148.07467041666666,0.22128133333333333,,London Marylebone Road,3,1,2021
2021-02-05,18.938362083333335,54.55042875,59.75340500000001,143.39622958333334,0.325560875,,London Marylebone Road,4,1,2021
2021-02-06,19.550930833333332,15.00381,29.083572083333333,52.089093749999996,0.145618625,,London Marylebone Road,5,1,2021
2021-02-07,61.208396666666665,1.8755775000000001,7.968253333333333,10.844097916666668,0.194924375,,London Marylebone Road,6,1,2021
2021-02-08,53.737687916666665,4.374355416666666,17.066999166666665,23.774252083333334,0.12524629166666668,,London Marylebone Road,0,1,2021
2021-02-09,43.412018749999994,21.136457500000002,34.85685375,67.2656375,0.12809983333333333,,London Marylebone Road,1,1,2021
2021-02-10,45.65787541666666,7.811163333333333,28.837253750000002,40.81420166666667,0.18323204166666665,,London Marylebone Road,2,1,2021
2021-02-11,25.4160725,52.66613791666666,56.06626083333333,136.81987875000002,0.2955572083333333,,London Marylebone Road,3,1,2021
2021-02-12,29.337484166666666,49.54130583333333,53.13540583333333,129.0976825,0.18101250000000002,,London Marylebone Road,4,1,2021
2021-02-13,36.60862375,34.169698333333336,41.89934291666667,94.29214999999999,0.19821408333333335,21.079,London Marylebone Road,5,1,2021
2021-02-14,36.8996625,25.786601666666666,37.30967833333333,76.84858291666667,0.332695,23.5,London Marylebone Road,6,1,2021
2021-02-15,13.842399166666667,79.62402208333333,56.771064583333334,178.85952875,0.412916125,13.029,London Marylebone Road,0,1,2021
2021-02-16,19.762281666666667,80.73611958333333,56.79400125,180.5876570833333,0.3654729583333333,17.012,London Marylebone Road,1,1,2021
2021-02-17,26.27093304347826,64.81572434782608,53.41342043478261,152.79614565217392,0.25964445454545454,16.639,London Marylebone Road,2,1,2021
2021-02-18,31.181151,34.721021111111114,42.58828333333334,95.82643777777778,0.17550300000000002,16.667,London Marylebone Road,3,1,2021
2021-02-19,20.738651333333333,58.472039333333335,60.93225066666666,150.58812600000002,0.27919140000000003,18.792,London Marylebone Road,4,1,2021
2021-02-20,26.537959999999998,32.592155416666664,49.20491333333334,99.17885374999999,0.31431712500000003,38.625,London Marylebone Road,5,1,2021
2021-02-21,23.148042083333333,31.843227083333332,51.20518166666667,100.03078125,0.33999545833333333,25.542,London Marylebone Road,6,1,2021
2021-02-22,3.183419166666667,92.24554666666667,63.78059583333334,205.22179500000001,0.3584450416666667,33.042,London Marylebone Road,0,1,2021
2021-02-23,24.61017,49.90022041666666,53.05917041666667,129.57177458333334,0.25858995833333337,15.875,London Marylebone Road,1,1,2021
2021-02-24,25.633659166666664,53.38224208333333,53.28429,135.13591958333333,0.236694,22.13,London Marylebone Road,2,1,2021
2021-02-25,30.41294375,25.455479166666667,48.70890125,87.74008958333333,0.35718441666666667,22.545,London Marylebone Road,3,1,2021
2021-02-26,21.4024975,50.78706875,57.05185,134.92427125,0.33142191666666665,29.433,London Marylebone Road,4,1,2021
2021-02-27,22.3954975,46.16736791666667,55.87156833333333,126.66054374999999,0.3408358333333333,30.014,London Marylebone Road,5,1,2021
2021-02-28,33.500735416666664,9.9052475,33.33995125,48.52778625,0.17407429166666666,24.181,London Marylebone Road,6,1,2021
2021-03-01,22.766918750000002,35.83819166666667,41.69780291666667,96.64892875,0.24316604166666667,7.838,London Marylebone Road,0,1,2021
2021-03-02,13.00254125,24.556687083333333,35.08143375,72.73449583333333,0.17714241666666666,24.423,London Marylebone Road,1,1,2021
2021-03-03,1.3131134782608695,53.95741130434782,48.88050260869565,131.61404652173914,0.17079625,50.514,London Marylebone Road,2,1,2021
2021-03-04,30.92711375,9.384331666666666,29.385737083333336,43.77484208333333,0.17441045833333332,,London Marylebone Road,3,1,2021
2021-03-05,52.19656416666667,7.207245833333334,26.54759,37.59854583333333,0.23009591666666665,,London Marylebone Road,4,1,2021
2021-03-06,43.90401458333333,8.310474166666667,32.65384916666667,45.39639875,0.14667304166666667,,London Marylebone Road,5,1,2021
2021-03-07,42.015723333333334,14.361283333333333,37.47703125,59.497356249999996,0.25749716666666667,,London Marylebone Road,6,1,2021
2021-03-08,9.733197083333334,72.76879541666666,69.359795,180.93705666666665,0.47784258333333335,,London Marylebone Road,0,1,2021
2021-03-09,21.123931250000002,41.265656666666665,58.001194999999996,121.27431916666667,0.34806462499999996,,London Marylebone Road,1,1,2021
2021-03-10,36.6564375,38.57703875,44.45041791666667,103.60105083333333,0.36697650000000004,,London Marylebone Road,2,1,2021
2021-03-11,40.07476625,29.122928333333334,41.777915416666666,86.43244791666666,0.45531645833333334,,London Marylebone Road,3,1,2021
2021-03-12,38.50038083333333,36.72924125,47.0511975,103.36858124999999,0.282503,,London Marylebone Road,4,1,2021
2021-03-13,48.17813833333333,15.774400833333333,34.012165,58.19924291666666,0.36495929166666663,,London Marylebone Road,5,1,2021
2021-03-14,43.437659583333335,11.747026666666669,32.33207708333333,50.34393208333333,0.22236291666666666,,London Marylebone Road,6,1,2021
2021-03-15,57.528132916666664,5.575541666666666,28.500475833333336,37.049522083333336,0.15625504166666668,,London Marylebone Road,0,1,2021
2021-03-16,38.96881583333333,15.388822083333332,32.612838333333336,56.208703750000005,0.289647625,,London Marylebone Road,1,1,2021
2021-03-17,43.45258909090909,9.207488636363637,25.98770272727273,40.10565409090909,0.16060295454545456,,London Marylebone Road,2,1,2021
2021-03-18,34.91920833333334,8.472107916666667,28.364320000000003,41.35470458333334,0.2819969583333333,,London Marylebone Road,3,1,2021
2021-03-19,51.12318375,7.425540833333333,25.69747083333333,37.083138749999996,0.32784162499999997,,London Marylebone Road,4,1,2021
2021-03-20,33.31987541666667,10.896798095238095,31.831453809523808,48.53964047619048,0.2599226666666667,12.715,London Marylebone Road,5,1,2021
2021-03-21,47.851065,11.47743,47.02825,64.62672,0.21522875,11.435,London Marylebone Road,6,1,2021
2021-03-22,26.56498625,28.505298235294116,54.07760764705883,97.78512176470588,0.19199981818181816,24.167,London Marylebone Road,0,1,2021
2021-03-23,20.241110833333334,58.230314166666666,65.21304958333333,154.49828583333334,,29.268,London Marylebone Road,1,1,2021
2021-03-24,25.85055291666667,54.6486325,62.22218916666666,146.01559,,31.055,London Marylebone Road,2,1,2021
2021-03-25,27.180326250000004,49.02700875,59.12184583333333,134.29554291666668,0.2486393,19.153,London Marylebone Road,3,1,2021
2021-03-26,35.96556291666666,39.5373825,53.550084999999996,114.17322791666668,0.32771283333333334,19.069,London Marylebone Road,4,1,2021
2021-03-27,45.61075458333334,20.82235208333333,39.38259583333333,71.309755,0.24556633333333333,22.444,London Marylebone Road,5,1,2021
2021-03-28,59.32010458333334,14.07144125,28.24248916666667,49.81839666666667,0.15471570833333334,32.069,London Marylebone Road,6,1,2021
2021-03-29,35.62740375,40.08477166666667,59.816505416666665,121.27896375,0.32213725,24.924,London Marylebone Road,0,1,2021
2021-03-30,14.30806125,64.68224541666667,95.03451125,194.21256625,0.3999517083333333,26.376,London Marylebone Road,1,1,2021
2021-03-31,5.555422608695652,93.33097608695653,99.75553434782609,242.86103478260867,0.4311489333333334,46.028,London Marylebone Road,2,1,2021
2021-04-01,48.230110833333335,9.498455,28.079224166666666,42.64331791666667,0.14220082608695653,7.171,London Marylebone Road,3,2,2021
2021-04-02,71.57702958333333,2.6128454166666666,13.29407,17.30037625,0.13395391666666667,16.733,London Marylebone Road,4,2,2021
2021-04-03,74.47495125,2.06272875,13.465346666666667,16.628150416666667,0.167660625,17.931,London Marylebone Road,5,2,2021
2021-04-04,55.214367083333336,9.719305833333333,35.97048541666667,50.87321291666667,0.16560295833333333,,London Marylebone Road,6,2,2021
2021-04-05,62.37532708333333,3.93822,16.724436666666666,22.762955714285713,0.4798915833333333,,London Marylebone Road,0,2,2021
2021-04-06,52.79760454545454,6.105422857142857,22.885881428571427,32.24739785714286,0.19064458333333334,,London Marylebone Road,1,2,2021
2021-04-07,36.98974583333334,19.605784347826088,44.717219130434785,74.77900173913044,0.20622712499999998,,London Marylebone Road,2,2,2021
2021-04-08,26.54835375,,,,0.3087002916666667,,London Marylebone Road,3,2,2021
2021-04-09,32.166111666666666,,,,0.317808875,,London Marylebone Road,4,2,2021
2021-04-10,54.743853333333334,,,,0.24598616666666664,,London Marylebone Road,5,2,2021
2021-04-11,54.43548958333333,,,,0.19587775,,London Marylebone Road,6,2,2021
2021-04-12,30.117053333333335,34.55453333333333,64.18515000000001,117.16802416666667,0.396158375,,London Marylebone Road,0,2,2021
2021-04-13,15.845027916666666,103.02162125000001,98.17602666666666,256.14030833333334,0.4742240833333333,25.615,London Marylebone Road,1,2,2021
2021-04-14,41.17216043478261,21.838599583333334,50.70834708333334,84.19373041666667,0.2177725652173913,18.698,London Marylebone Road,2,2,2021
2021-04-15,53.639289999999995,8.087925416666666,30.794484166666667,43.19579708333333,0.154893125,10.365,London Marylebone Road,3,2,2021
2021-04-16,46.69938041666666,14.87755,42.24621208333333,65.05813791666667,0.24024125,14.637,London Marylebone Road,4,2,2021
2021-04-17,51.48906,13.7324125,39.3912225,60.44729541666666,0.21879866666666667,,London Marylebone Road,5,2,2021
2021-04-18,50.767005833333336,11.799707083333333,43.46328333333333,61.55591375,0.26227675,,London Marylebone Road,6,2,2021
2021-04-19,28.767184166666667,30.326630416666664,65.8801975,112.38038291666668,0.21494945833333334,,London Marylebone Road,0,2,2021
2021-04-20,31.399707916666667,28.375052916666665,67.96208875,111.46989708333332,0.226398375,,London Marylebone Road,1,2,2021
2021-04-21,35.90804833333333,28.695675416666663,57.21996875,101.21939041666667,0.303331125,,London Marylebone Road,2,2,2021
2021-04-22,41.83070416666667,38.50491291666667,51.18923125,110.22927166666666,0.22324454166666666,24.99,London Marylebone Road,3,2,2021
2021-04-23,33.47232458333333,36.703419583333336,58.63569125,114.9134825,0.2866684583333333,21.125,London Marylebone Road,4,2,2021
2021-04-24,48.67121869565217,20.961830833333334,44.527279166666666,76.66830416666667,0.193920875,19.375,London Marylebone Road,5,2,2021
2021-04-25,63.36952272727273,9.335220833333333,21.709327083333335,36.02313041666667,0.17198591666666666,13.708,London Marylebone Road,6,2,2021
2021-04-26,62.08567333333334,16.872469166666665,32.66891208333333,58.53967,0.14309954166666666,16.042,London Marylebone Road,0,2,2021
2021-04-27,39.715816249999996,34.47063416666666,62.71104125,115.565275,0.36927925,28.875,London Marylebone Road,1,2,2021
2021-04-28,59.17171333333334,10.846678636363636,32.16812818181818,48.79947045454546,0.15903257142857144,,London Marylebone Road,2,2,2021
2021-04-29,65.44371583333333,7.026440833333333,22.999468750000002,33.77319333333333,0.30611958333333333,11.0,London Marylebone Road,3,2,2021
2021-04-30,48.394340416666665,18.088940416666667,40.38214208333333,68.11813041666666,0.2698661666666667,16.708,London Marylebone Road,4,2,2021
2021-05-01,61.915900416666666,4.518165416666666,23.83720166666667,30.764955,0.16505266666666665,7.671,London Marylebone Road,5,2,2021
2021-05-02,46.19214125,14.746072499999999,41.2469775,63.85730708333333,0.2890810833333333,14.942,London Marylebone Road,6,2,2021
2021-05-03,42.70798,18.09016958333333,31.501146666666667,59.23901708333333,0.310205,15.242,London Marylebone Road,0,2,2021
2021-05-04,47.62466,17.029062083333333,30.486738333333335,56.5976025,0.40307554166666665,,London Marylebone Road,1,2,2021
2021-05-05,32.37444739130435,32.649408333333334,40.594092499999995,90.65581875,0.41544629166666663,9.333,London Marylebone Road,2,2,2021
2021-05-06,36.11316291666667,33.031159583333334,37.76271416666667,88.40978666666666,0.5562381666666667,,London Marylebone Road,3,2,2021
2021-05-07,37.292565833333335,29.771251250000002,47.20478333333333,92.85339666666665,0.43943858333333335,,London Marylebone Road,4,2,2021
2021-05-08,31.732324583333334,31.778813749999998,30.980363333333333,79.70719791666667,0.18871162500000002,,London Marylebone Road,5,2,2021
2021-05-09,24.86101791666667,27.934434999999997,32.35875,75.19095208333333,0.10302025,,London Marylebone Road,6,2,2021
2021-05-10,37.4089825,40.98702291666667,43.58826333333334,106.43415499999999,0.18897283333333334,,London Marylebone Road,0,2,2021
2021-05-11,33.743269166666664,48.730747916666665,53.93887375,128.65831208333333,0.25582516666666666,,London Marylebone Road,1,2,2021
2021-05-12,36.53505,50.31738,56.580205652173916,133.7324456521739,0.3263718695652174,,London Marylebone Road,2,2,2021
2021-05-13,26.647447083333333,36.14688291666666,50.01540083333333,105.43984708333333,0.175467375,16.958,London Marylebone Road,3,2,2021
2021-05-14,45.93925294117647,10.13411625,31.5124225,47.05118166666667,0.22577729166666669,11.203,London Marylebone Road,4,2,2021
2021-05-15,49.09422,35.721365,46.74123375,101.51322875,0.23820579166666667,11.333,London Marylebone Road,5,2,2021
2021-05-16,30.46696434782609,27.073172916666667,38.29001125,79.80163166666667,0.229015875,13.0,London Marylebone Road,6,2,2021
2021-05-17,26.226824999999998,26.61344625,41.643537083333335,82.45025166666666,0.44013416666666666,10.29,London Marylebone Road,0,2,2021
2021-05-18,16.609350833333334,63.59315208333334,56.45834333333334,153.96648291666668,0.2632565416666667,16.0,London Marylebone Road,1,2,2021
2021-05-19,38.48305666666666,18.9575575,37.661359999999995,66.72921083333334,0.5605278333333333,9.042,London Marylebone Road,2,2,2021
2021-05-20,25.891185909090908,61.49806791666666,48.26961458333333,142.56533625,0.25436929166666666,20.229,London Marylebone Road,3,2,2021
2021-05-21,36.54972291666667,49.86378666666667,43.11199208333333,119.5687325,0.19106983333333336,17.188,London Marylebone Road,4,2,2021
2021-05-22,28.375667916666668,29.916105416666667,41.65337041666667,87.52409125000001,0.4934210833333333,9.813,London Marylebone Road,5,2,2021
2021-05-23,40.89244791666667,28.846263750000002,40.997604583333334,85.22792708333334,0.2694543333333333,,London Marylebone Road,6,2,2021
2021-05-24,33.4931125,48.84685083333334,55.35537583333333,130.25283583333334,0.3427479583333333,,London Marylebone Road,0,2,2021
2021-05-25,23.014302083333334,47.69618333333333,48.72997708333333,121.863105,0.3198940416666667,13.646,London Marylebone Road,1,2,2021
2021-05-26,32.206302916666665,26.603697083333333,39.46755916666667,80.259325,0.49893562500000005,,London Marylebone Road,2,2,2021
2021-05-27,30.641618750000003,35.20135208333333,54.909763749999996,108.88441541666667,0.51428375,15.354,London Marylebone Road,3,2,2021
2021-05-28,24.024625416666666,42.43185041666667,67.68091666666668,132.74218,0.258933,,London Marylebone Road,4,2,2021
2021-05-29,43.77859041666667,20.96172625,44.815929583333336,76.95679541666667,0.18727141666666666,,London Marylebone Road,5,2,2021
2021-05-30,58.350664583333334,13.47387125,28.681451666666664,49.34109916666667,0.110623,,London Marylebone Road,6,2,2021
2021-05-31,54.28014826086957,13.52095875,36.42915375,57.161,,,London Marylebone Road,0,2,2021
2021-06-01,63.079167619047624,16.78368,48.94347166666666,74.67808916666667,,10.129,London Marylebone Road,1,2,2021
2021-06-02,58.88909041666667,21.209589166666667,60.885754999999996,93.40667083333334,,12.525,London Marylebone Road,2,2,2021
2021-06-03,38.17954291666667,30.491200833333334,48.45710916666667,95.20963375000001,,13.514,London Marylebone Road,3,2,2021
2021-06-04,28.835095,9.861376250000001,22.91233791666667,38.0329025,,,London Marylebone Road,4,2,2021
2021-06-05,25.01277,9.22405,15.45126,29.5946,,13.5,London Marylebone Road,5,2,2021
2021-06-06,27.282522173913044,25.453926666666664,36.18783,75.21664,,,London Marylebone Road,6,2,2021
2021-06-07,28.448427916666663,34.57085173913043,43.177740434782606,96.18564217391304,,,London Marylebone Road,0,2,2021
2021-06-08,28.66047125,34.92378291666667,47.29216125,100.84121499999999,,,London Marylebone Road,1,2,2021
2021-06-09,26.294071739130434,40.14679869565217,50.66175782608696,112.2193247826087,,,London Marylebone Road,2,2,2021
2021-06-10,12.596472083333333,52.084435000000006,35.84031708333333,115.70200291666667,,,London Marylebone Road,3,2,2021
2021-06-11,14.98438125,44.087095833333336,34.26411708333333,101.86338958333333,,,London Marylebone Road,4,2,2021
2021-06-12,43.54090791666667,9.18559375,24.85424958333333,38.93862958333333,,,London Marylebone Road,5,2,2021
2021-06-13,48.97988291666667,13.510184166666667,37.98242041666666,58.697743333333335,,,London Marylebone Road,6,2,2021
2021-06-14,46.20461458333333,16.068815416666666,34.84039875,59.47890458333333,,,London Marylebone Road,0,2,2021
2021-06-15,40.48915041666667,17.30804125,36.66656416666667,63.20519041666666,,,London Marylebone Road,1,2,2021
2021-06-16,32.16640928571429,44.45447708333333,62.88634083333333,131.04892208333334,,,London Marylebone Road,2,2,2021
2021-06-17,29.98189315789474,9.401174736842105,24.15308157894737,38.56801631578948,,,London Marylebone Road,3,2,2021
2021-06-18,32.53898181818182,8.932672727272728,18.412889090909093,32.109460909090906,,,London Marylebone Road,4,2,2021
2021-06-19,32.71354291666667,10.131497083333333,22.62668791666667,38.16143208333333,,,London Marylebone Road,5,2,2021
2021-06-20,34.95801045454545,4.042294166666666,14.050324166666668,20.24842125,,,London Marylebone Road,6,2,2021
2021-06-21,44.90551863636364,3.217366666666667,16.321884166666667,21.255111666666668,,,London Marylebone Road,0,2,2021
2021-06-22,43.70167333333333,4.432570416666667,14.709917083333332,21.506431250000002,,,London Marylebone Road,1,2,2021
2021-06-23,39.194340454545454,10.269333181818181,30.202267727272726,45.94836,,,London Marylebone Road,2,2,2021
2021-06-24,19.785149999999998,27.22519708333333,41.932576250000004,83.677295,,,London Marylebone Road,3,2,2021
2021-06-25,25.488832083333335,36.028895416666664,36.71175791666666,91.95529291666666,,,London Marylebone Road,4,2,2021
2021-06-26,31.19112875,17.428874166666667,30.38204958333333,57.105951250000004,,,London Marylebone Road,5,2,2021
2021-06-27,49.22103083333334,3.3199920833333336,17.33006333333333,22.4206475,,,London Marylebone Road,6,2,2021
2021-06-28,29.200279166666665,7.143548333333334,19.19467375,30.147959166666666,,,London Marylebone Road,0,2,2021
2021-06-29,28.357650833333334,7.7654125,18.149564166666668,30.056363333333334,,,London Marylebone Road,1,2,2021
2021-06-30,34.784081666666665,10.346540833333334,21.372909583333335,37.23738458333333,,,London Marylebone Road,2,2,2021
2021-07-01,37.652206666666665,12.3170875,30.599999999999998,49.4859375,,25.379,London Marylebone Road,3,3,2021
2021-07-02,22.925603749999997,52.43857083333333,58.16390625,138.53671875,,12.233,London Marylebone Road,4,3,2021
2021-07-03,29.810768749999998,27.627695,34.3453125,76.6753125,,22.139,London Marylebone Road,5,3,2021
2021-07-04,21.59513708333333,31.489127916666664,29.46046875,77.7590625,,12.808,London Marylebone Road,6,3,2021
2021-07-05,17.711837499999998,82.72717250000001,56.6578125,183.52031250000002,,18.167,London Marylebone Road,0,3,2021
2021-07-06,20.642479565217393,70.64395375,49.0875,157.39875,0.6306083333333333,,London Marylebone Road,1,3,2021
2021-07-07,19.063273478260868,77.50835590909091,48.64704545454545,167.47414772727274,0.6327173913043478,,London Marylebone Road,2,3,2021
2021-07-08,16.14022375,101.1872125,70.2365625,225.36421875,0.7106470833333334,,London Marylebone Road,3,3,2021
2021-07-09,13.778645416666668,109.55451666666666,71.02546875,238.99875,0.7824394166666666,,London Marylebone Road,4,3,2021
2021-07-10,16.248324166666666,37.92831416666667,41.95546875,100.08749999999999,0.6150856666666666,,London Marylebone Road,5,3,2021
2021-07-11,22.7010875,26.738993750000002,34.265625,75.256875,0.5573607500000001,,London Marylebone Road,6,3,2021
2021-07-12,19.175350833333333,20.45572,36.178125,67.55109374999999,0.42541808333333336,,London Marylebone Road,0,3,2021
2021-07-13,38.19270875,7.421435,20.39203125,31.7634375,0.33373733333333333,,London Marylebone Road,1,3,2021
2021-07-14,32.87583133333333,7.821610416666666,17.451562499999998,29.44453125,0.35605116666666664,,London Marylebone Road,2,3,2021
2021-07-15,,8.289347916666667,15.148593750000002,27.83484375,0.3482898333333333,,London Marylebone Road,3,3,2021
2021-07-16,,7.03165375,18.14484375,28.8946875,0.40019374999999996,,London Marylebone Road,4,3,2021
2021-07-17,,10.2590425,23.91421875,39.62859375,0.42881366666666665,,London Marylebone Road,5,3,2021
2021-07-18,,16.4955425,33.0703125,58.38703125,0.5054568333333334,,London Marylebone Road,6,3,2021
2021-07-19,,17.78758260869565,41.01896739130434,68.30119565217392,0.43733426086956523,,London Marylebone Road,0,3,2021
2021-07-20,,27.69006,58.81734375,101.29078125000001,0.4603440833333334,,London Marylebone Road,1,3,2021
2021-07-21,,14.186681739130435,46.016413043478266,67.76902173913044,0.372544,,London Marylebone Road,2,3,2021
2021-07-22,40.34384307692308,20.33099,46.9040625,78.06984375,,,London Marylebone Road,3,3,2021
2021-07-23,37.20317416666666,17.755044347826086,27.465163043478263,54.63097826086957,,,London Marylebone Road,4,3,2021
2021-07-24,38.0679775,8.709088823529411,21.330000000000002,34.706250000000004,,,London Marylebone Road,5,3,2021
2021-07-25,36.31342458333334,,,,,,London Marylebone Road,6,3,2021
2021-07-26,30.3246615,36.54589,55.8928125,111.945,0.564637,,London Marylebone Road,0,3,2021
2021-07-27,31.523744583333336,40.901045833333335,52.306875,115.04484375,0.5132181666666666,,London Marylebone Road,1,3,2021
2021-07-28,18.950834583333332,48.3640575,43.174687500000005,117.3159375,0.45791866666666664,,London Marylebone Road,2,3,2021
2021-07-29,17.87814583333333,52.56330083333333,45.20671875,125.78671874999999,0.6185445217391304,,London Marylebone Road,3,3,2021
2021-07-30,20.015207916666665,40.92183416666666,39.32578125,102.08765625000001,0.5127330833333333,,London Marylebone Road,4,3,2021
2021-07-31,21.087896666666666,36.878503333333335,46.441875,103.00406249999999,0.611205,,London Marylebone Road,5,3,2021
2021-08-01,24.1978625,19.946405833333333,25.723125,56.3071875,0.3371329166666667,,London Marylebone Road,6,3,2021
2021-08-02,23.965030833333334,34.15003458333333,44.29828125,96.66890625,0.47974741666666665,8.324,London Marylebone Road,0,3,2021
2021-08-03,32.213924166666665,31.052572916666666,47.27859375,94.89187500000001,0.46422475,42.889,London Marylebone Road,1,3,2021
2021-08-04,33.70129913043478,26.76814260869565,53.78282608695652,94.82673913043477,0.48643313043478265,18.406,London Marylebone Road,2,3,2021
2021-08-05,24.912988333333335,35.86507208333334,48.29859375,103.306875,0.46616508333333334,13.833,London Marylebone Road,3,3,2021
2021-08-06,19.7075375,43.44241958333333,41.166562500000005,107.77734375,0.46422475,,London Marylebone Road,4,3,2021
2021-08-07,20.722018333333335,31.91009166666667,37.692187499999996,86.6203125,0.43463466666666667,,London Marylebone Road,5,3,2021
2021-08-08,26.06883125,25.02915333333333,29.9146875,68.27625,0.43803025,,London Marylebone Road,6,3,2021
2021-08-09,15.3169975,44.00370458333333,39.835781250000004,107.323125,0.4341495833333333,,London Marylebone Road,0,3,2021
2021-08-10,14.559538636363635,46.10852333333333,44.25843750000001,114.96515625,0.48653858333333333,,London Marylebone Road,1,3,2021
2021-08-11,17.903092083333334,45.93701958333333,48.928125,119.371875,0.5161286666666667,,London Marylebone Road,2,3,2021
2021-08-12,14.726602916666666,52.85433749999999,42.7603125,123.79453124999999,0.4477319166666667,,London Marylebone Road,3,3,2021
2021-08-13,14.211047083333334,53.50397291666667,46.40203125,128.43234375,0.6276978333333333,,London Marylebone Road,4,3,2021
2021-08-14,21.387251666666668,36.629043333333335,42.7603125,98.93203125000001,0.5132181666666666,,London Marylebone Road,5,3,2021
2021-08-15,25.717315909090907,27.26909625,37.413281250000004,79.23328124999999,0.4666501666666667,,London Marylebone Road,6,3,2021
2021-08-16,35.27182826086957,11.963685833333335,27.60375,45.963750000000005,0.413291,,London Marylebone Road,0,3,2021
2021-08-17,12.057354166666668,38.37526333333333,46.162968750000005,104.98828125,0.48556841666666667,,London Marylebone Road,1,3,2021
2021-08-18,14.082700434782609,39.62075565217391,46.76478260869565,107.55733695652174,0.4920010434782609,,London Marylebone Road,2,3,2021
2021-08-19,17.728468333333335,46.711385,48.5615625,120.19265625000001,0.5466889166666666,,London Marylebone Road,3,3,2021
2021-08-20,11.1260275,51.284818333333334,46.64109375,125.30859375,0.52534525,,London Marylebone Road,4,3,2021
2021-08-21,15.998861666666665,29.60778375,39.7640625,85.14609374999999,0.43997058333333333,,London Marylebone Road,5,3,2021
2021-08-22,26.06883125,10.4461375,23.14921875,39.1265625,0.308513,,London Marylebone Road,6,3,2021
2021-08-23,42.10095458333333,5.259448333333333,18.14484375,26.233125,0.3094831666666667,,London Marylebone Road,0,3,2021
2021-08-24,42.824395833333334,9.250808333333334,25.404375,39.62859375,0.3715738333333333,,London Marylebone Road,1,3,2021
2021-08-25,39.148981666666664,7.670895000000001,20.23265625,31.96265625,0.33276716666666667,,London Marylebone Road,2,3,2021
2021-08-26,43.96360791666667,7.9879170833333335,16.24828125,28.49625,0.3870965,,London Marylebone Road,3,3,2021
2021-08-27,42.16747791666666,8.419275,19.666875,32.57625,0.4055296666666666,,London Marylebone Road,4,3,2021
2021-08-28,35.914284583333334,6.527536666666666,20.00953125,30.02625,0.4108655833333333,,London Marylebone Road,5,3,2021
2021-08-29,42.10927,7.4838,19.093125,30.552187500000002,0.45743358333333334,,London Marylebone Road,6,3,2021
2021-08-30,51.650616666666664,2.8999725,9.809531250000001,14.24015625,0.3541108333333333,,London Marylebone Road,0,3,2021
2021-08-31,46.81579583333333,5.171097916666667,16.1765625,24.10546875,0.37448433333333336,,London Marylebone Road,1,3,2021
2021-09-01,44.77309565217391,4.333011739130435,17.204184782608696,23.87298913043478,0.3846921739130435,20.296,London Marylebone Road,2,3,2021
2021-09-02,49.792714999999994,4.355155833333334,17.754375,24.41625,0.3982534166666667,10.9,London Marylebone Road,3,3,2021
2021-09-03,46.017515833333334,13.226577083333334,37.26984375,57.534375000000004,0.4535529166666667,,London Marylebone Road,4,3,2021
