Daily measurement data supplied by UK-air on 21/07/2026
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,"London Marylebone Road",
Latitude,51.522530,,
Longitude,-0.154611,,
Site Type,Urban Traffic,,
Zone,Greater London,,
Agglomeration,Greater London Urban Area,,
Local Authority,"Westminster",,
Date,"PM2.5 particulate matter (Daily measured)",Status
2024-10-07,5.6,V ugm-3 (GRAV EMFAB)
2024-10-08,5.1,V ugm-3 (GRAV EMFAB)
2024-10-09,4.5,V ugm-3 (GRAV EMFAB)
2024-10-10,5,V ugm-3 (GRAV EMFAB)
2024-10-11,10.7,V ugm-3 (GRAV EMFAB)
2024-10-12,5.2,V ugm-3 (GRAV EMFAB)
2024-10-13,5.5,V ugm-3 (GRAV EMFAB)
2024-10-14,7.2,V ugm-3 (GRAV EMFAB)
2024-10-15,17.2,V ugm-3 (GRAV EMFAB)
2024-10-16,9.7,V ugm-3 (GRAV EMFAB)
2024-10-17,7.3,V ugm-3 (GRAV EMFAB)
2024-10-18,7.9,V ugm-3 (GRAV EMFAB)
2024-10-19,6.5,V ugm-3 (GRAV EMFAB)
2024-10-20,5.9,V ugm-3 (GRAV EMFAB)
2024-10-21,8.8,V ugm-3 (GRAV EMFAB)
2024-10-22,7.2,V ugm-3 (GRAV EMFAB)
2024-10-23,7.6,V ugm-3 (GRAV EMFAB)
2024-10-24,9,V ugm-3 (GRAV EMFAB)
2024-10-25,12.1,V ugm-3 (GRAV EMFAB)
2024-10-26,13,V ugm-3 (GRAV EMFAB)
2024-10-27,7.8,V ugm-3 (GRAV EMFAB)
2024-10-28,5.8,V ugm-3 (GRAV EMFAB)
2024-10-29,7.1,V ugm-3 (GRAV EMFAB)
2024-10-30,8.9,V ugm-3 (GRAV EMFAB)
2024-10-31,18.4,V ugm-3 (GRAV EMFAB)
2024-11-01,16.8,V ugm-3 (GRAV EMFAB)
2024-11-02,7.1,V ugm-3 (GRAV EMFAB)
2024-11-03,13.8,V ugm-3 (GRAV EMFAB)
2024-11-04,19.9,V ugm-3 (GRAV EMFAB)
2024-11-05,30.3,V ugm-3 (GRAV EMFAB)
2024-11-06,25.6,V ugm-3 (GRAV EMFAB)
2024-11-07,24,V ugm-3 (GRAV EMFAB)
2024-11-08,23.1,V ugm-3 (GRAV EMFAB)
2024-11-09,22.7,V ugm-3 (GRAV EMFAB)
2024-11-10,26.9,V ugm-3 (GRAV EMFAB)
2024-11-11,7.5,V ugm-3 (GRAV EMFAB)
2024-11-12,4.6,V ugm-3 (GRAV EMFAB)
2024-11-13,9,V ugm-3 (GRAV EMFAB)
2024-11-14,11.8,V ugm-3 (GRAV EMFAB)
2024-11-15,14,V ugm-3 (GRAV EMFAB)
2024-11-16,14.9,V ugm-3 (GRAV EMFAB)
2024-11-17,5,V ugm-3 (GRAV EMFAB)
2024-11-18,6.5,V ugm-3 (GRAV EMFAB)
2024-11-19,4.1,V ugm-3 (GRAV EMFAB)
2024-11-20,8,V ugm-3 (GRAV EMFAB)
2024-11-21,10.3,V ugm-3 (GRAV EMFAB)
2024-11-22,7.9,V ugm-3 (GRAV EMFAB)
2024-11-23,5.2,V ugm-3 (GRAV EMFAB)
2024-11-24,8.4,V ugm-3 (GRAV EMFAB)
2024-11-25,6.2,V ugm-3 (GRAV EMFAB)
2024-11-26,8.7,V ugm-3 (GRAV EMFAB)
2024-11-27,7.8,V ugm-3 (GRAV EMFAB)
2024-11-28,No data,V ugm-3 (GRAV EMFAB)
2024-11-29,10,V ugm-3 (GRAV EMFAB)
2024-11-30,10.9,V ugm-3 (GRAV EMFAB)
2024-12-01,7.5,V ugm-3 (GRAV EMFAB)
2024-12-02,4.4,V ugm-3 (GRAV EMFAB)
2024-12-03,8,V ugm-3 (GRAV EMFAB)
2024-12-04,13.4,V ugm-3 (GRAV EMFAB)
2024-12-05,4.9,V ugm-3 (GRAV EMFAB)
2024-12-06,7.3,V ugm-3 (GRAV EMFAB)
2024-12-07,2.4,V ugm-3 (GRAV EMFAB)
2024-12-08,2.2,V ugm-3 (GRAV EMFAB)
2024-12-09,3.7,V ugm-3 (GRAV EMFAB)
2024-12-10,3.1,V ugm-3 (GRAV EMFAB)
2024-12-11,4,V ugm-3 (GRAV EMFAB)
2024-12-12,6.1,V ugm-3 (GRAV EMFAB)
2024-12-13,18.6,V ugm-3 (GRAV EMFAB)
2024-12-14,11.7,V ugm-3 (GRAV EMFAB)
2024-12-15,4.8,V ugm-3 (GRAV EMFAB)
2024-12-16,3.4,V ugm-3 (GRAV EMFAB)
2024-12-17,7,V ugm-3 (GRAV EMFAB)
2024-12-18,5.7,V ugm-3 (GRAV EMFAB)
2024-12-19,4.1,V ugm-3 (GRAV EMFAB)
2024-12-20,6.4,V ugm-3 (GRAV EMFAB)
2024-12-21,6.5,V ugm-3 (GRAV EMFAB)
2024-12-22,5.4,V ugm-3 (GRAV EMFAB)
2024-12-23,8.3,V ugm-3 (GRAV EMFAB)
2024-12-24,9.9,V ugm-3 (GRAV EMFAB)
2024-12-25,7.5,V ugm-3 (GRAV EMFAB)
2024-12-26,11.2,V ugm-3 (GRAV EMFAB)
2024-12-27,15.3,V ugm-3 (GRAV EMFAB)
2024-12-28,8.2,V ugm-3 (GRAV EMFAB)
2024-12-29,6.8,V ugm-3 (GRAV EMFAB)
2024-12-30,3.8,V ugm-3 (GRAV EMFAB)
2024-12-31,4.2,V ugm-3 (GRAV EMFAB)
2025-01-01,4,V ugm-3 (GRAV EMFAB)
2025-01-02,6.4,V ugm-3 (GRAV EMFAB)
2025-01-03,13.7,V ugm-3 (GRAV EMFAB)
2025-01-04,13.5,V ugm-3 (GRAV EMFAB)
2025-01-05,3,V ugm-3 (GRAV EMFAB)
2025-01-06,No data,V ugm-3 (GRAV EMFAB)
2025-01-07,No data,V ugm-3 (GRAV EMFAB)
2025-01-08,No data,V ugm-3 (GRAV EMFAB)
2025-01-09,No data,V ugm-3 (GRAV EMFAB)
2025-01-10,No data,V ugm-3 (GRAV EMFAB)
2025-01-11,39,V ugm-3 (GRAV EMFAB)
2025-01-12,36,V ugm-3 (GRAV EMFAB)
2025-01-13,12.3,V ugm-3 (GRAV EMFAB)
2025-01-14,16.5,V ugm-3 (GRAV EMFAB)
2025-01-15,17.8,V ugm-3 (GRAV EMFAB)
2025-01-16,14.1,V ugm-3 (GRAV EMFAB)
2025-01-17,20.8,V ugm-3 (GRAV EMFAB)
2025-01-18,29.2,V ugm-3 (GRAV EMFAB)
2025-01-19,23.1,V ugm-3 (GRAV EMFAB)
2025-01-20,21.1,V ugm-3 (GRAV EMFAB)
2025-01-21,24.4,V ugm-3 (GRAV EMFAB)
2025-01-22,28.1,V ugm-3 (GRAV EMFAB)
2025-01-23,12.8,V ugm-3 (GRAV EMFAB)
2025-01-24,9.6,V ugm-3 (GRAV EMFAB)
2025-01-25,7.5,V ugm-3 (GRAV EMFAB)
2025-01-26,5.1,V ugm-3 (GRAV EMFAB)
2025-01-27,4.1,V ugm-3 (GRAV EMFAB)
2025-01-28,5,V ugm-3 (GRAV EMFAB)
2025-01-29,7.8,V ugm-3 (GRAV EMFAB)
2025-01-30,7.7,V ugm-3 (GRAV EMFAB)
2025-01-31,7.8,V ugm-3 (GRAV EMFAB)
2025-02-01,10,V ugm-3 (GRAV EMFAB)
2025-02-02,17.9,V ugm-3 (GRAV EMFAB)
2025-02-03,18.2,V ugm-3 (GRAV EMFAB)
2025-02-04,6.9,V ugm-3 (GRAV EMFAB)
2025-02-05,7.9,V ugm-3 (GRAV EMFAB)
2025-02-06,9.2,V ugm-3 (GRAV EMFAB)
2025-02-07,11,V ugm-3 (GRAV EMFAB)
2025-02-08,20.8,V ugm-3 (GRAV EMFAB)
2025-02-09,20,V ugm-3 (GRAV EMFAB)
2025-02-10,33.9,V ugm-3 (GRAV EMFAB)
2025-02-11,26.6,V ugm-3 (GRAV EMFAB)
2025-02-12,21,V ugm-3 (GRAV EMFAB)
2025-02-13,21.2,V ugm-3 (GRAV EMFAB)
2025-02-14,22.8,V ugm-3 (GRAV EMFAB)
2025-02-15,25.9,V ugm-3 (GRAV EMFAB)
2025-02-16,21.8,V ugm-3 (GRAV EMFAB)
2025-02-17,20.5,V ugm-3 (GRAV EMFAB)
2025-02-18,30.9,V ugm-3 (GRAV EMFAB)
2025-02-19,32,V ugm-3 (GRAV EMFAB)
2025-02-20,6.7,V ugm-3 (GRAV EMFAB)
2025-02-21,8.7,V ugm-3 (GRAV EMFAB)
2025-02-22,7.4,V ugm-3 (GRAV EMFAB)
2025-02-23,4.8,V ugm-3 (GRAV EMFAB)
2025-02-24,4.7,V ugm-3 (GRAV EMFAB)
2025-02-25,6,V ugm-3 (GRAV EMFAB)
2025-02-26,5.9,V ugm-3 (GRAV EMFAB)
2025-02-27,5.2,V ugm-3 (GRAV EMFAB)
2025-02-28,11.5,V ugm-3 (GRAV EMFAB)
2025-03-01,11,V ugm-3 (GRAV EMFAB)
2025-03-02,21,V ugm-3 (GRAV EMFAB)
2025-03-03,26.5,V ugm-3 (GRAV EMFAB)
2025-03-04,27.8,V ugm-3 (GRAV EMFAB)
2025-03-05,39.9,V ugm-3 (GRAV EMFAB)
2025-03-06,23.6,V ugm-3 (GRAV EMFAB)
2025-03-07,12,V ugm-3 (GRAV EMFAB)
2025-03-08,21.1,V ugm-3 (GRAV EMFAB)
2025-03-09,34.7,V ugm-3 (GRAV EMFAB)
2025-03-10,59.8,V ugm-3 (GRAV EMFAB)
2025-03-11,7.7,V ugm-3 (GRAV EMFAB)
2025-03-12,6.2,V ugm-3 (GRAV EMFAB)
2025-03-13,5.3,V ugm-3 (GRAV EMFAB)
2025-03-14,7.9,V ugm-3 (GRAV EMFAB)
2025-03-15,6,V ugm-3 (GRAV EMFAB)
2025-03-16,4.6,V ugm-3 (GRAV EMFAB)
2025-03-17,8.5,V ugm-3 (GRAV EMFAB)
2025-03-18,15.1,V ugm-3 (GRAV EMFAB)
2025-03-19,22.9,V ugm-3 (GRAV EMFAB)
2025-03-20,18.5,V ugm-3 (GRAV EMFAB)
2025-03-21,25.1,V ugm-3 (GRAV EMFAB)
2025-03-22,10.9,V ugm-3 (GRAV EMFAB)
2025-03-23,29.2,V ugm-3 (GRAV EMFAB)
2025-03-24,32.8,V ugm-3 (GRAV EMFAB)
2025-03-25,25.3,V ugm-3 (GRAV EMFAB)
2025-03-26,14.2,V ugm-3 (GRAV EMFAB)
2025-03-27,13.6,V ugm-3 (GRAV EMFAB)
2025-03-28,4.6,V ugm-3 (GRAV EMFAB)
2025-03-29,5.4,V ugm-3 (GRAV EMFAB)
2025-03-30,6,V ugm-3 (GRAV EMFAB)
2025-03-31,6.3,V ugm-3 (GRAV EMFAB)
2025-04-01,9.7,V ugm-3 (GRAV EMFAB)
2025-04-02,11,V ugm-3 (GRAV EMFAB)
2025-04-03,20.7,V ugm-3 (GRAV EMFAB)
2025-04-04,21.8,V ugm-3 (GRAV EMFAB)
2025-04-05,5.4,V ugm-3 (GRAV EMFAB)
2025-04-06,4.9,V ugm-3 (GRAV EMFAB)
2025-04-07,9.3,V ugm-3 (GRAV EMFAB)
2025-04-08,14.9,V ugm-3 (GRAV EMFAB)
2025-04-09,8.7,V ugm-3 (GRAV EMFAB)
2025-04-10,9.2,V ugm-3 (GRAV EMFAB)
2025-04-11,15.2,V ugm-3 (GRAV EMFAB)
2025-04-12,23.6,V ugm-3 (GRAV EMFAB)
2025-04-13,10.6,V ugm-3 (GRAV EMFAB)
2025-04-14,6.2,V ugm-3 (GRAV EMFAB)
2025-04-15,10.4,V ugm-3 (GRAV EMFAB)
2025-04-16,4.4,V ugm-3 (GRAV EMFAB)
2025-04-17,6.5,V ugm-3 (GRAV EMFAB)
2025-04-18,8.7,V ugm-3 (GRAV EMFAB)
2025-04-19,8.1,V ugm-3 (GRAV EMFAB)
2025-04-20,5.6,V ugm-3 (GRAV EMFAB)
2025-04-21,10.8,V ugm-3 (GRAV EMFAB)
2025-04-22,5.8,V ugm-3 (GRAV EMFAB)
2025-04-23,3.9,V ugm-3 (GRAV EMFAB)
2025-04-24,8,V ugm-3 (GRAV EMFAB)
2025-04-25,9.6,V ugm-3 (GRAV EMFAB)
2025-04-26,16.7,V ugm-3 (GRAV EMFAB)
2025-04-27,17.1,V ugm-3 (GRAV EMFAB)
2025-04-28,12.2,V ugm-3 (GRAV EMFAB)
2025-04-29,13.7,V ugm-3 (GRAV EMFAB)
2025-04-30,15.4,V ugm-3 (GRAV EMFAB)
2025-05-01,14.5,V ugm-3 (GRAV EMFAB)
2025-05-02,12.3,V ugm-3 (GRAV EMFAB)
2025-05-03,7,V ugm-3 (GRAV EMFAB)
2025-05-04,2.9,V ugm-3 (GRAV EMFAB)
2025-05-05,3,V ugm-3 (GRAV EMFAB)
2025-05-06,4,V ugm-3 (GRAV EMFAB)
2025-05-07,5,V ugm-3 (GRAV EMFAB)
2025-05-08,4.4,V ugm-3 (GRAV EMFAB)
2025-05-09,8.3,V ugm-3 (GRAV EMFAB)
2025-05-10,8.3,V ugm-3 (GRAV EMFAB)
2025-05-11,9.9,V ugm-3 (GRAV EMFAB)
2025-05-12,10.1,V ugm-3 (GRAV EMFAB)
2025-05-13,9.3,V ugm-3 (GRAV EMFAB)
2025-05-14,7.7,V ugm-3 (GRAV EMFAB)
2025-05-15,5.7,V ugm-3 (GRAV EMFAB)
2025-05-16,7,V ugm-3 (GRAV EMFAB)
2025-05-17,5.9,V ugm-3 (GRAV EMFAB)
2025-05-18,7.1,V ugm-3 (GRAV EMFAB)
2025-05-19,7.9,V ugm-3 (GRAV EMFAB)
2025-05-20,7.4,V ugm-3 (GRAV EMFAB)
2025-05-21,8.6,V ugm-3 (GRAV EMFAB)
2025-05-22,6.7,V ugm-3 (GRAV EMFAB)
2025-05-23,8.5,V ugm-3 (GRAV EMFAB)
2025-05-24,6.7,V ugm-3 (GRAV EMFAB)
2025-05-25,5,V ugm-3 (GRAV EMFAB)
2025-05-26,5.2,V ugm-3 (GRAV EMFAB)
2025-05-27,4.7,V ugm-3 (GRAV EMFAB)
2025-05-28,5.5,V ugm-3 (GRAV EMFAB)
2025-05-29,6.8,V ugm-3 (GRAV EMFAB)
2025-05-30,7.2,V ugm-3 (GRAV EMFAB)
2025-05-31,6.7,V ugm-3 (GRAV EMFAB)
2025-06-01,5.6,V ugm-3 (GRAV EMFAB)
2025-06-02,5.6,V ugm-3 (GRAV EMFAB)
2025-06-03,5.4,V ugm-3 (GRAV EMFAB)
2025-06-04,7,V ugm-3 (GRAV EMFAB)
2025-06-05,6,V ugm-3 (GRAV EMFAB)
2025-06-06,5,V ugm-3 (GRAV EMFAB)
2025-06-07,4.3,V ugm-3 (GRAV EMFAB)
2025-06-08,5.6,V ugm-3 (GRAV EMFAB)
2025-06-09,17.7,V ugm-3 (GRAV EMFAB)
2025-06-10,6.2,V ugm-3 (GRAV EMFAB)
2025-06-11,8.8,V ugm-3 (GRAV EMFAB)
2025-06-12,12,V ugm-3 (GRAV EMFAB)
2025-06-13,9.9,V ugm-3 (GRAV EMFAB)
2025-06-14,7.6,V ugm-3 (GRAV EMFAB)
2025-06-15,6.6,V ugm-3 (GRAV EMFAB)
2025-06-16,7.3,V ugm-3 (GRAV EMFAB)
2025-06-17,7.5,V ugm-3 (GRAV EMFAB)
2025-06-18,8.4,V ugm-3 (GRAV EMFAB)
2025-06-19,13.3,V ugm-3 (GRAV EMFAB)
2025-06-20,13.5,V ugm-3 (GRAV EMFAB)
2025-06-21,11.1,V ugm-3 (GRAV EMFAB)
2025-06-22,7.2,V ugm-3 (GRAV EMFAB)
2025-06-23,5.8,V ugm-3 (GRAV EMFAB)
2025-06-24,6.3,V ugm-3 (GRAV EMFAB)
2025-06-25,6.2,V ugm-3 (GRAV EMFAB)
2025-06-26,5.9,V ugm-3 (GRAV EMFAB)
2025-06-27,6,V ugm-3 (GRAV EMFAB)
2025-06-28,4.8,V ugm-3 (GRAV EMFAB)
2025-06-29,5.8,V ugm-3 (GRAV EMFAB)
2025-06-30,8.5,V ugm-3 (GRAV EMFAB)
2025-07-01,9.9,V ugm-3 (GRAV EMFAB)
2025-07-02,4.7,V ugm-3 (GRAV EMFAB)
2025-07-03,4.2,V ugm-3 (GRAV EMFAB)
2025-07-04,6.8,V ugm-3 (GRAV EMFAB)
2025-07-05,5,V ugm-3 (GRAV EMFAB)
2025-07-06,3.8,V ugm-3 (GRAV EMFAB)
2025-07-07,4.3,V ugm-3 (GRAV EMFAB)
2025-07-08,5.4,V ugm-3 (GRAV EMFAB)
2025-07-09,5.6,V ugm-3 (GRAV EMFAB)
2025-07-10,6.2,V ugm-3 (GRAV EMFAB)
2025-07-11,9.4,V ugm-3 (GRAV EMFAB)
2025-07-12,7.6,V ugm-3 (GRAV EMFAB)
2025-07-13,7,V ugm-3 (GRAV EMFAB)
2025-07-14,6.7,V ugm-3 (GRAV EMFAB)
2025-07-15,5.5,V ugm-3 (GRAV EMFAB)
2025-07-16,5.8,V ugm-3 (GRAV EMFAB)
2025-07-17,6.4,V ugm-3 (GRAV EMFAB)
2025-07-18,7,V ugm-3 (GRAV EMFAB)
2025-07-19,5.8,V ugm-3 (GRAV EMFAB)
2025-07-20,3.9,V ugm-3 (GRAV EMFAB)
2025-07-21,4.3,V ugm-3 (GRAV EMFAB)
2025-07-22,4.1,V ugm-3 (GRAV EMFAB)
2025-07-23,11.5,V ugm-3 (GRAV EMFAB)
2025-07-24,6.7,V ugm-3 (GRAV EMFAB)
2025-07-25,10,V ugm-3 (GRAV EMFAB)
2025-07-26,6.7,V ugm-3 (GRAV EMFAB)
2025-07-27,5.1,V ugm-3 (GRAV EMFAB)
2025-07-28,6.2,V ugm-3 (GRAV EMFAB)
2025-07-29,6.6,V ugm-3 (GRAV EMFAB)
2025-07-30,6.3,V ugm-3 (GRAV EMFAB)
2025-07-31,6.5,V ugm-3 (GRAV EMFAB)
2025-08-01,3.7,V ugm-3 (GRAV EMFAB)
2025-08-02,4.9,V ugm-3 (GRAV EMFAB)
2025-08-03,6.1,V ugm-3 (GRAV EMFAB)
2025-08-04,4.7,V ugm-3 (GRAV EMFAB)
2025-08-05,4.7,V ugm-3 (GRAV EMFAB)
2025-08-06,6.3,V ugm-3 (GRAV EMFAB)
2025-08-07,6.5,V ugm-3 (GRAV EMFAB)
2025-08-08,7.4,V ugm-3 (GRAV EMFAB)
2025-08-09,5.6,V ugm-3 (GRAV EMFAB)
2025-08-10,11.8,V ugm-3 (GRAV EMFAB)
2025-08-11,13.1,V ugm-3 (GRAV EMFAB)
2025-08-12,13.4,V ugm-3 (GRAV EMFAB)
2025-08-13,16.8,V ugm-3 (GRAV EMFAB)
2025-08-14,7,V ugm-3 (GRAV EMFAB)
2025-08-15,5.8,V ugm-3 (GRAV EMFAB)
2025-08-16,6.1,V ugm-3 (GRAV EMFAB)
2025-08-17,4.3,V ugm-3 (GRAV EMFAB)
2025-08-18,3.4,V ugm-3 (GRAV EMFAB)
2025-08-19,5.7,V ugm-3 (GRAV EMFAB)
2025-08-20,4,V ugm-3 (GRAV EMFAB)
2025-08-21,3.3,V ugm-3 (GRAV EMFAB)
2025-08-22,5.1,V ugm-3 (GRAV EMFAB)
2025-08-23,6.1,V ugm-3 (GRAV EMFAB)
2025-08-24,1.8,V ugm-3 (GRAV EMFAB)
2025-08-25,6.2,V ugm-3 (GRAV EMFAB)
2025-08-26,7.3,V ugm-3 (GRAV EMFAB)
2025-08-27,5.9,V ugm-3 (GRAV EMFAB)
2025-08-28,3.6,V ugm-3 (GRAV EMFAB)
2025-08-29,4.9,V ugm-3 (GRAV EMFAB)
2025-08-30,3.8,V ugm-3 (GRAV EMFAB)
2025-08-31,4.6,V ugm-3 (GRAV EMFAB)
2025-09-01,4.6,V ugm-3 (GRAV EMFAB)
2025-09-02,4.3,V ugm-3 (GRAV EMFAB)
2025-09-03,4.3,V ugm-3 (GRAV EMFAB)
2025-09-04,6.4,V ugm-3 (GRAV EMFAB)
2025-09-05,6.3,V ugm-3 (GRAV EMFAB)
2025-09-06,6.2,V ugm-3 (GRAV EMFAB)
2025-09-07,5.9,V ugm-3 (GRAV EMFAB)
2025-09-08,5.2,V ugm-3 (GRAV EMFAB)
2025-09-09,5.6,V ugm-3 (GRAV EMFAB)
2025-09-10,4.9,V ugm-3 (GRAV EMFAB)
2025-09-11,5.1,V ugm-3 (GRAV EMFAB)
2025-09-12,5.8,V ugm-3 (GRAV EMFAB)
2025-09-13,4.6,V ugm-3 (GRAV EMFAB)
2025-09-14,3.5,V ugm-3 (GRAV EMFAB)
2025-09-15,5.4,V ugm-3 (GRAV EMFAB)
2025-09-16,5.3,V ugm-3 (GRAV EMFAB)
2025-09-17,3.8,V ugm-3 (GRAV EMFAB)
2025-09-18,4.5,V ugm-3 (GRAV EMFAB)
2025-09-19,8,V ugm-3 (GRAV EMFAB)
2025-09-20,5.6,V ugm-3 (GRAV EMFAB)
2025-09-21,2.2,V ugm-3 (GRAV EMFAB)
2025-09-22,3.5,V ugm-3 (GRAV EMFAB)
2025-09-23,3.3,V ugm-3 (GRAV EMFAB)
2025-09-24,3.7,V ugm-3 (GRAV EMFAB)
2025-09-25,3.8,V ugm-3 (GRAV EMFAB)
2025-09-26,6.8,V ugm-3 (GRAV EMFAB)
2025-09-27,9.7,V ugm-3 (GRAV EMFAB)
2025-09-28,9.6,V ugm-3 (GRAV EMFAB)
2025-09-29,9.8,V ugm-3 (GRAV EMFAB)
2025-09-30,11.4,V ugm-3 (GRAV EMFAB)
2025-10-01,11.7,V ugm-3 (GRAV EMFAB)
2025-10-02,11.9,V ugm-3 (GRAV EMFAB)
2025-10-03,4.8,V ugm-3 (GRAV EMFAB)
2025-10-04,4.2,V ugm-3 (GRAV EMFAB)
2025-10-05,3.9,V ugm-3 (GRAV EMFAB)
2025-10-06,6.3,V ugm-3 (GRAV EMFAB)
2025-10-07,6.7,V ugm-3 (GRAV EMFAB)
2025-10-08,5.9,V ugm-3 (GRAV EMFAB)
2025-10-09,7.7,V ugm-3 (GRAV EMFAB)
2025-10-10,7.5,V ugm-3 (GRAV EMFAB)
2025-10-11,11.9,V ugm-3 (GRAV EMFAB)
2025-10-12,14.8,V ugm-3 (GRAV EMFAB)
2025-10-13,4.7,V ugm-3 (GRAV EMFAB)
2025-10-14,2.8,V ugm-3 (GRAV EMFAB)
2025-10-15,3,V ugm-3 (GRAV EMFAB)
2025-10-16,4.4,V ugm-3 (GRAV EMFAB)
2025-10-17,6,V ugm-3 (GRAV EMFAB)
2025-10-18,9.7,V ugm-3 (GRAV EMFAB)
2025-10-19,7.3,V ugm-3 (GRAV EMFAB)
2025-10-20,8.4,V ugm-3 (GRAV EMFAB)
2025-10-21,7.2,V ugm-3 (GRAV EMFAB)
2025-10-22,6.6,V ugm-3 (GRAV EMFAB)
2025-10-23,3.1,V ugm-3 (GRAV EMFAB)
2025-10-24,4.5,V ugm-3 (GRAV EMFAB)
2025-10-25,3.7,V ugm-3 (GRAV EMFAB)
2025-10-26,3,V ugm-3 (GRAV EMFAB)
2025-10-27,4.8,V ugm-3 (GRAV EMFAB)
2025-10-28,5,V ugm-3 (GRAV EMFAB)
2025-10-29,4.7,V ugm-3 (GRAV EMFAB)
2025-10-30,5.1,V ugm-3 (GRAV EMFAB)
2025-10-31,4.5,V ugm-3 (GRAV EMFAB)
2025-11-01,4.6,V ugm-3 (GRAV EMFAB)
2025-11-02,4.7,V ugm-3 (GRAV EMFAB)
2025-11-03,4.2,V ugm-3 (GRAV EMFAB)
2025-11-04,4.7,V ugm-3 (GRAV EMFAB)
2025-11-05,8.8,V ugm-3 (GRAV EMFAB)
2025-11-06,8.2,V ugm-3 (GRAV EMFAB)
2025-11-07,7.3,V ugm-3 (GRAV EMFAB)
2025-11-08,12.4,V ugm-3 (GRAV EMFAB)
2025-11-09,8.8,V ugm-3 (GRAV EMFAB)
2025-11-10,4.4,V ugm-3 (GRAV EMFAB)
2025-11-11,5,V ugm-3 (GRAV EMFAB)
2025-11-12,7.7,V ugm-3 (GRAV EMFAB)
2025-11-13,7.4,V ugm-3 (GRAV EMFAB)
2025-11-14,12.5,V ugm-3 (GRAV EMFAB)
2025-11-15,7.4,V ugm-3 (GRAV EMFAB)
2025-11-16,2.9,V ugm-3 (GRAV EMFAB)
2025-11-17,4,V ugm-3 (GRAV EMFAB)
2025-11-18,9.1,V ugm-3 (GRAV EMFAB)
2025-11-19,3,V ugm-3 (GRAV EMFAB)
2025-11-20,4.2,V ugm-3 (GRAV EMFAB)
2025-11-21,8.4,V ugm-3 (GRAV EMFAB)
2025-11-22,5.1,V ugm-3 (GRAV EMFAB)
2025-11-23,4.1,V ugm-3 (GRAV EMFAB)
2025-11-24,3.2,V ugm-3 (GRAV EMFAB)
2025-11-25,3.6,V ugm-3 (GRAV EMFAB)
2025-11-26,11,V ugm-3 (GRAV EMFAB)
2025-11-27,3.5,V ugm-3 (GRAV EMFAB)
2025-11-28,5.7,V ugm-3 (GRAV EMFAB)
2025-11-29,3.8,V ugm-3 (GRAV EMFAB)
2025-11-30,4.6,V ugm-3 (GRAV EMFAB)
2025-12-01,3.5,V ugm-3 (GRAV EMFAB)
2025-12-02,4.8,V ugm-3 (GRAV EMFAB)
2025-12-03,6.5,V ugm-3 (GRAV EMFAB)
2025-12-04,6.5,V ugm-3 (GRAV EMFAB)
2025-12-05,6.4,V ugm-3 (GRAV EMFAB)
2025-12-06,6.1,V ugm-3 (GRAV EMFAB)
2025-12-07,4.3,V ugm-3 (GRAV EMFAB)
2025-12-08,5.3,V ugm-3 (GRAV EMFAB)
2025-12-09,5.5,V ugm-3 (GRAV EMFAB)
2025-12-10,6.9,V ugm-3 (GRAV EMFAB)
2025-12-11,6.5,V ugm-3 (GRAV EMFAB)
2025-12-12,6.8,V ugm-3 (GRAV EMFAB)
2025-12-13,8.7,V ugm-3 (GRAV EMFAB)
2025-12-14,5.6,V ugm-3 (GRAV EMFAB)
2025-12-15,8.1,V ugm-3 (GRAV EMFAB)
2025-12-16,6.1,V ugm-3 (GRAV EMFAB)
2025-12-17,8.4,V ugm-3 (GRAV EMFAB)
2025-12-18,3.3,V ugm-3 (GRAV EMFAB)
2025-12-19,5.2,V ugm-3 (GRAV EMFAB)
2025-12-20,6.2,V ugm-3 (GRAV EMFAB)
2025-12-21,10.9,V ugm-3 (GRAV EMFAB)
2025-12-22,16,V ugm-3 (GRAV EMFAB)
2025-12-23,15.3,V ugm-3 (GRAV EMFAB)
2025-12-24,5.6,V ugm-3 (GRAV EMFAB)
2025-12-25,4.3,V ugm-3 (GRAV EMFAB)
2025-12-26,10.2,V ugm-3 (GRAV EMFAB)
2025-12-27,3.9,V ugm-3 (GRAV EMFAB)
2025-12-28,4.5,V ugm-3 (GRAV EMFAB)
2025-12-29,3.5,V ugm-3 (GRAV EMFAB)
2025-12-30,3.9,V ugm-3 (GRAV EMFAB)



End
